"nF","ipf","total_items","careless_rate","rep","respondent","pattern","corruption","z_rr","z_rr_iter","irv","longstring","d2","person_tot","gt","flag","pred_prob","rate"
8,10,80,0.2,4,268,"clean",0,0.415039828370353,-0.0703806254125507,0.173473972867561,0.0208309015477527,-0.659994517151482,0.834411495446161,FALSE,FALSE,0,0.2
8,10,80,0.2,4,269,"clean",0,1.39532650133448,0.71053384242924,0.0719664011714875,0.0208309015477527,-0.845810692264708,-1.39746243005016,FALSE,FALSE,0.025,0.2
8,10,80,0.2,4,270,"clean",0,-0.520070795339718,-0.444971975352562,-0.183594049406016,-0.156798488983211,-0.809790395052268,1.59257255147008,FALSE,FALSE,0,0.2
8,10,80,0.2,4,271,"clean",0,0.406522643243899,-0.218104161294385,-0.567554148126208,-0.156798488983211,-0.719396729507054,1.4684390250608,FALSE,FALSE,0,0.2
8,10,80,0.2,4,272,"clean",0,-0.0716438747171185,0.373297468199243,-0.664210287976281,-0.245613184248692,-0.548765907489004,-0.110445289428634,FALSE,FALSE,0,0.2
8,10,80,0.2,4,274,"acquiescent",0.9,1.30320738336945,0.913396024190838,4.61285301800755,0.642533768406125,-1.32210897896506,0.416846739612638,TRUE,TRUE,0.99,0.2
8,10,80,0.2,4,275,"clean",0,1.00564574469778,0.808767764116452,0.833646446632259,-0.156798488983211,-0.822144225869101,1.29283811486527,FALSE,FALSE,0,0.2
8,10,80,0.2,4,276,"clean",0,-0.289252088758009,-0.806982427084128,-0.774684133709215,-0.067983793717729,-0.723430153465377,-0.615904650996076,FALSE,FALSE,0,0.2
8,10,80,0.2,4,277,"clean",0,-0.281847572789832,-0.260120398832687,0.22167605346862,0.0208309015477527,-0.900775126285674,0.322412256537743,FALSE,FALSE,0,0.2
8,10,80,0.2,4,278,"clean",0,0.225632957935459,0.740939335563805,-1.14371931503137,-0.156798488983211,-0.615136812774352,0.567050712279305,FALSE,FALSE,0,0.2
8,10,80,0.2,4,279,"clean",0,0.262635209982605,0.117576682129518,1.15378056144817,0.0208309015477527,-0.938207806454459,-0.883308250808543,FALSE,FALSE,0,0.2
8,10,80,0.2,4,281,"clean",0,1.10803235250498,0.957275454395392,-0.0164038003443976,0.0208309015477527,-0.524081010772412,0.52841107771842,FALSE,FALSE,0.02,0.2
8,10,80,0.2,4,282,"clean",0,1.12266708099973,1.51113894079775,-0.201751591461629,-0.067983793717729,-0.661896069411124,0.992742062749921,FALSE,TRUE,0.15,0.2
8,10,80,0.2,4,283,"clean",0,-0.84292268247665,0.240618201014801,-0.780577045009349,-0.067983793717729,-0.742543574286788,-0.089405232942579,FALSE,FALSE,0,0.2
8,10,80,0.2,4,284,"clean",0,0.346265110421512,-0.094057259683453,0.185686120874588,-0.156798488983211,-0.780534854417838,0.055794796146884,FALSE,FALSE,0,0.2
8,10,80,0.2,4,285,"clean",0,-0.422048336257423,-1.01458102723834,-1.12426708502544,-0.156798488983211,-0.527356104033013,1.10819187269509,FALSE,FALSE,0,0.2
8,10,80,0.2,4,286,"clean",0,0.623880725669377,0.863917281353952,0.532730488073167,0.198460292078716,-0.864223889537965,0.757706455281058,FALSE,FALSE,0,0.2
8,10,80,0.2,4,287,"clean",0,1.54408418334997,1.89688698065554,0.916528018438827,-0.156798488983211,-0.720333992271624,0.478127182671492,FALSE,TRUE,0.155,0.2
8,10,80,0.2,4,288,"clean",0,0.440851095451283,0.702054973489671,-1.08279916510681,-0.245613184248692,-0.457378008854136,-0.570817105533005,FALSE,TRUE,0.085,0.2
8,10,80,0.2,4,289,"clean",0,0.407934354253105,-0.539852462628999,-0.118560745105681,-0.156798488983211,-0.666105463830797,0.567171145573037,FALSE,FALSE,0,0.2
8,10,80,0.2,4,290,"clean",0,-1.00114750651084,-1.06751243383994,-0.69144418252738,0.0208309015477527,-0.79451450700571,-1.68225079658594,FALSE,FALSE,0,0.2
8,10,80,0.2,4,291,"mixed",1,1.28381136204011,1.67705355102322,1.92591954453603,0.109645596813234,-0.873558888298279,0.160784517089442,TRUE,TRUE,0.61,0.2
8,10,80,0.2,4,293,"clean",0,0.695293369850029,1.38380146220767,0.125737992114679,-0.245613184248692,-0.636937777346128,-2.28841796060526,FALSE,TRUE,0.08,0.2
8,10,80,0.2,4,294,"clean",0,0.104769438704444,-0.304536391023267,0.283090182738125,-0.245613184248692,-0.948956706093044,1.66133320469629,FALSE,FALSE,0,0.2
8,10,80,0.2,4,295,"clean",0,-0.358766314715872,-0.400256307535407,-0.2109057705912,-0.156798488983211,-0.709844842876648,0.671174443954165,FALSE,FALSE,0,0.2
8,10,80,0.2,4,296,"clean",0,-1.04431346331273,-0.61794439385531,-0.961425391424491,-0.156798488983211,-0.663572389949483,0.842037206430478,FALSE,FALSE,0,0.2
8,10,80,0.2,4,298,"clean",0,1.46088920529777,0.988473911060236,0.817544747284295,-0.156798488983211,-0.799353827799474,0.284989830993362,FALSE,FALSE,0.035,0.2
8,10,80,0.2,4,299,"clean",0,0.191479203315995,-0.360312624222124,0.752667653495023,-0.156798488983211,-0.927333689674771,-0.333857112057367,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,300,"clean",0,0.454912991395814,0.806664692287858,0.461024486535904,-0.156798488983211,-0.723297911035428,0.249657329646105,FALSE,FALSE,0,0.2
8,10,80,0.2,4,301,"clean",0,-1.00387773135401,-1.54068666854781,-1.50358907241982,-0.067983793717729,-0.599054328402881,-1.04383520065982,FALSE,FALSE,0.03,0.2
8,10,80,0.2,4,302,"clean",0,-0.433441889500402,-0.752957257530188,0.463942614065725,-0.067983793717729,-0.782069282938341,1.29978501527642,FALSE,FALSE,0,0.2
8,10,80,0.2,4,303,"clean",0,0.672641796566454,1.61290848898381,0.222431454386709,-0.156798488983211,-0.668791242222991,0.166580390982274,FALSE,TRUE,0.26,0.2
8,10,80,0.2,4,304,"clean",0,0.243329401599872,0.295548209876893,0.104671814339298,-0.156798488983211,-0.79734890762412,-1.69775427640435,FALSE,FALSE,0,0.2
8,10,80,0.2,4,306,"clean",0,1.4277626649607,1.3398856223502,0.600736108257399,-0.156798488983211,-0.6528478290018,1.28580256911161,FALSE,FALSE,0.035,0.2
8,10,80,0.2,4,307,"clean",0,-0.947369203552562,-1.19178504132746,-0.183594049406016,0.109645596813234,-0.874425393601614,-0.818426748637039,FALSE,FALSE,0,0.2
8,10,80,0.2,4,308,"clean",0,0.0545520941539814,0.124065655908649,-0.546164095441442,-0.156798488983211,-0.563083842811839,0.451854563155847,FALSE,FALSE,0,0.2
8,10,80,0.2,4,310,"clean",0,-0.806404824292738,-1.60646340507868,-1.15666556339673,0.0208309015477527,-0.720610287659904,-0.087788137089084,FALSE,FALSE,0,0.2
8,10,80,0.2,4,311,"clean",0,0.731871010261693,1.48013971730676,0.208279222516062,-0.156798488983211,-0.657542278239437,1.54163791997391,FALSE,FALSE,0.01,0.2
8,10,80,0.2,4,312,"clean",0,-0.692370719857809,-0.553061347106778,-0.562556188864049,0.0208309015477527,-0.590365725562217,1.27552569170728,FALSE,FALSE,0,0.2
8,10,80,0.2,4,313,"clean",0,-0.576020022381235,-0.0559167466439293,-0.869023217018857,-0.156798488983211,-0.55737886844447,0.758182024109339,FALSE,FALSE,0,0.2
8,10,80,0.2,4,314,"clean",0,1.22104676827405,0.596715391208257,0.643416429609871,-0.156798488983211,-0.768043726624069,-0.247780805570745,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,316,"clean",0,0.322417023132382,0.438252298194785,0.134515764469229,-0.245613184248692,-0.752302370829927,0.0285920271484272,FALSE,FALSE,0,0.2
8,10,80,0.2,4,317,"clean",0,0.0670978865424777,0.279892230283055,-0.567554148126208,-0.156798488983211,-0.582864328226031,0.225547221078701,FALSE,FALSE,0,0.2
8,10,80,0.2,4,318,"clean",0,0.834363201997954,1.13455260385945,-0.528011659815657,-0.067983793717729,-0.599935831265985,-0.804279540292298,FALSE,FALSE,0.025,0.2
8,10,80,0.2,4,319,"pure_straight",1,2.04594865386008,1.19556918230679,8.44006032446859,6.68193304645888,-1.67286180837431,0.177183094377912,TRUE,TRUE,0.995,0.2
8,10,80,0.2,4,320,"clean",0,-0.0481666381427392,0.168453498677278,-0.179273761384421,-0.156798488983211,-0.616436390483782,-0.284279729715786,FALSE,FALSE,0,0.2
8,10,80,0.2,4,321,"clean",0,0.485678210029727,-0.73370110895072,0.208279222516062,-0.067983793717729,-0.782566880025534,-0.531904236218469,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,322,"clean",0,1.57560306682004,0.854373669955873,-0.126716906847535,-0.156798488983211,-0.64529148450072,0.674705509781413,FALSE,FALSE,0.015,0.2
8,10,80,0.2,4,323,"clean",0,0.582582008699741,1.22655814301302,-0.251176754915033,-0.156798488983211,-0.560282129331557,-0.78987975498735,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,324,"clean",0,-0.396974281967778,-0.894647413101608,-0.288239767743601,-0.067983793717729,-0.851073683966403,0.724709003627023,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,325,"clean",0,1.53964982468319,1.17548863148438,0.43616640685933,-0.156798488983211,-0.712815049743756,1.60106543660756,FALSE,FALSE,0,0.2
8,10,80,0.2,4,326,"clean",0,0.764301309540761,0.455208713737685,-0.443333957636857,-0.156798488983211,-0.712957017546859,1.00939234403675,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,327,"clean",0,-0.149870699960261,-1.24990523502721,0.148167750165444,0.0208309015477527,-0.794794375172213,1.12280805182243,FALSE,FALSE,0,0.2
8,10,80,0.2,4,328,"clean",0,-0.731085899334376,-0.439130049613252,-0.74820371654702,0.0208309015477527,-0.629646855958488,-0.180234828027427,FALSE,FALSE,0,0.2
8,10,80,0.2,4,329,"clean",0,-0.606243596921285,0.310034814089271,0.206771086910141,-0.067983793717729,-0.831222699031235,-0.0552702867279304,FALSE,FALSE,0,0.2
8,10,80,0.2,4,330,"clean",0,-5.19561820793634e-05,-1.04741527629383,-0.705030716610112,-0.156798488983211,-0.794800177599935,0.989493144482985,FALSE,FALSE,0,0.2
8,10,80,0.2,4,332,"clean",0,1.38258484209969,0.773721370223617,0.289180883711892,-0.156798488983211,-0.640260647612376,0.818408545008143,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,333,"clean",0,1.07162981964472,1.3177266690755,-0.176392365930255,-0.156798488983211,-0.635038277578765,-0.563689906078474,FALSE,FALSE,0.03,0.2
8,10,80,0.2,4,334,"clean",0,0.514484927325128,-0.0740863129246956,0.120326539842504,-0.156798488983211,-0.774480581863224,1.00423003127125,FALSE,FALSE,0,0.2
8,10,80,0.2,4,335,"clean",0,1.0736946820256,0.724037740841203,0.0727082863560906,-0.245613184248692,-0.783584520266755,-0.652004044601776,FALSE,FALSE,0.02,0.2
8,10,80,0.2,4,336,"clean",0,0.374527427153104,0.949224194946551,-0.287528501793497,-0.156798488983211,-0.667114573147351,1.14609848126203,FALSE,FALSE,0,0.2
8,10,80,0.2,4,337,"clean",0,-1.01175133544349,-0.901469958720462,0.442955862574395,-0.156798488983211,-0.901743869517961,-0.145042585817232,FALSE,FALSE,0,0.2
8,10,80,0.2,4,338,"clean",0,0.708511753183092,0.286015270725595,0.101879420481958,-0.067983793717729,-0.63104966566336,1.6806816052539,FALSE,FALSE,0,0.2
8,10,80,0.2,4,339,"clean",0,1.46365100371971,0.520544303831156,0.599746307087281,-0.067983793717729,-0.724680644010897,-1.00398734744504,FALSE,FALSE,0.02,0.2
8,10,80,0.2,4,340,"clean",0,-0.147196429274668,0.34339445728702,0.531356716700237,-0.245613184248692,-0.826013727567001,0.461735009329187,FALSE,FALSE,0,0.2
8,10,80,0.2,4,341,"clean",0,0.573952595777323,1.03128323398792,0.879488359754774,-0.156798488983211,-0.764245387860266,-0.227266821723259,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,342,"clean",0,-0.653421168555293,-0.548085449665423,-0.638946204123421,-0.156798488983211,-0.605519018246552,0.189934958653798,FALSE,FALSE,0,0.2
8,10,80,0.2,4,344,"clean",0,-1.10730562160612,-1.36720965901838,-0.861017410363775,-0.156798488983211,-0.74644018655253,0.453784911549464,FALSE,FALSE,0,0.2
8,10,80,0.2,4,345,"clean",0,0.891462193821657,0.969097138678894,0.0490004944451058,0.0208309015477527,-0.633156189865124,-0.114552297303139,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,346,"clean",0,0.351179834896519,0.458769846579663,0.503149035149391,-0.067983793717729,-0.817476432393421,-2.42701457490167,FALSE,FALSE,0,0.2
8,10,80,0.2,4,347,"clean",0,-0.37724211705535,-0.924229455901388,-0.758501341548675,-0.156798488983211,-0.642670612417871,0.602127049740128,FALSE,FALSE,0,0.2
8,10,80,0.2,4,348,"clean",0,1.37107741080381,1.54987333886163,-0.031256280843328,-0.156798488983211,-0.529227880263417,1.074671392723,FALSE,TRUE,0.145,0.2
8,10,80,0.2,4,349,"clean",0,0.228707469644178,0.00284934760750242,0.505300251150232,0.198460292078716,-0.847159649458055,-0.434877142899768,FALSE,FALSE,0,0.2
8,10,80,0.2,4,350,"clean",0,-0.179181495950373,-0.112165744859624,-0.165037492527534,-0.156798488983211,-0.782736240501816,-0.602047865319871,FALSE,FALSE,0,0.2
8,10,80,0.2,4,351,"clean",0,0.524124781864884,0.544177158573119,0.173473972867561,0.0208309015477527,-0.722038740104328,2.18005488251912,FALSE,FALSE,0,0.2
8,10,80,0.2,4,352,"clean",0,-0.233396896481427,0.409041223047228,-0.288239767743601,0.0208309015477527,-0.788745337582667,0.672746005246749,FALSE,FALSE,0,0.2
8,10,80,0.2,4,353,"clean",0,-0.024496374631617,-0.728459011387215,0.0884889263959774,-0.156798488983211,-0.910180595445462,-1.02978959645245,FALSE,FALSE,0,0.2
8,10,80,0.2,4,354,"clean",0,0.730850446091017,0.760892642121265,0.82467421117645,0.0208309015477527,-0.80141256480755,-1.59400719707017,FALSE,FALSE,0,0.2
8,10,80,0.2,4,355,"clean",0,0.365286334914707,0.0221733876804492,-0.570827170064214,-0.156798488983211,-0.731504975637424,-0.235617049218686,FALSE,FALSE,0,0.2
8,10,80,0.2,4,356,"clean",0,1.40534228047813,-0.200138827736726,0.998872767849364,0.642533768406125,-0.838883994946272,0.0237627338370618,FALSE,TRUE,0.21,0.2
8,10,80,0.2,4,357,"clean",0,-0.0937103916912215,-0.133080595814733,1.6442089808497,0.198460292078716,-0.992530600072131,0.238916713033605,FALSE,FALSE,0.015,0.2
8,10,80,0.2,4,359,"clean",0,0.880887848324042,0.932932855387595,-0.625774209232571,-0.067983793717729,-0.569274545381367,-0.553296482080856,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,360,"clean",0,1.0645182076981,0.912556761731207,0.375895852012044,-0.156798488983211,-0.877316137066752,-0.158865749180866,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,361,"clean",0,-0.8482601408173,-0.55751844642676,-0.0822166976502681,-0.067983793717729,-0.846567588371597,-0.532382706739775,FALSE,FALSE,0,0.2
8,10,80,0.2,4,362,"clean",0,-0.50925637125567,-0.308926957232521,-0.529569022332264,-0.156798488983211,-0.684895660691329,-1.03105250419655,FALSE,FALSE,0,0.2
8,10,80,0.2,4,363,"clean",0,1.31167425230164,1.02970580071568,0.276433681672094,-0.156798488983211,-0.71801956503054,0.325652533939457,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,364,"clean",0,0.0104985516505305,-0.267408885309155,-0.0149354730120969,0.0208309015477527,-0.832449351922414,-0.117216409582956,FALSE,FALSE,0,0.2
8,10,80,0.2,4,366,"clean",0,0.732724568392495,0.239888667567403,0.899426015422293,-0.245613184248692,-0.708547865624773,1.85996153614239,FALSE,TRUE,0.075,0.2
8,10,80,0.2,4,369,"clean",0,1.21490759576948,1.45017949961712,0.599746307087281,-0.156798488983211,-0.841688127873334,1.50023404293872,FALSE,FALSE,0.025,0.2
8,10,80,0.2,4,370,"clean",0,1.51553391568419,-0.0288798742973545,0.762364268701601,-0.156798488983211,-0.889571714514746,-0.162412001203868,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,371,"clean",0,1.02998009287254,1.05834085188628,-0.0046500331212381,-0.156798488983211,-0.747154879057367,-0.765180590556773,FALSE,FALSE,0,0.2
8,10,80,0.2,4,372,"clean",0,1.12330851084703,0.948480395665264,0.920861197039071,-0.156798488983211,-0.766981469371906,-1.47959818290238,FALSE,FALSE,0.01,0.2
8,10,80,0.2,4,373,"clean",0,0.208349763529897,0.468448000514917,0.363588253725416,-0.067983793717729,-0.791009998807865,-0.14534892269157,FALSE,FALSE,0,0.2
8,10,80,0.2,4,374,"clean",0,0.266471804287674,-0.0809047495109086,-0.404113482282335,-0.156798488983211,-0.683397006778387,1.14749620029189,FALSE,FALSE,0,0.2
8,10,80,0.2,4,375,"clean",0,-0.368162018315592,-0.0415179212638852,0.134515764469229,0.0208309015477527,-0.854659949578613,-0.968721325436365,FALSE,FALSE,0,0.2
8,10,80,0.2,4,376,"clean",0,-0.872265896090977,-1.32665535794852,-0.932989080673351,-0.156798488983211,-0.6000502247284,-0.272830791470249,FALSE,FALSE,0,0.2
8,10,80,0.2,4,377,"random",0.9,0.936000058825858,1.24609705957335,-0.390063951875936,-0.067983793717729,-0.546282197143113,-0.987963917411269,TRUE,FALSE,0.055,0.2
8,10,80,0.2,4,379,"clean",0,1.27260899693663,0.971939646051877,-0.0685476567276001,-0.156798488983211,-0.642701945317633,-0.102105384732154,FALSE,FALSE,0.01,0.2
8,10,80,0.2,4,381,"clean",0,-1.20269157217609,-1.55453143508837,-1.01328174567739,0.0208309015477527,-0.678609559880935,-0.914875410967082,FALSE,FALSE,0,0.2
8,10,80,0.2,4,382,"clean",0,0.425948740252751,-0.728085393475311,-0.605208185086735,0.109645596813234,-0.636656779294909,1.05513145771589,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,383,"clean",0,-0.074641808189238,0.629422725593602,0.0987158375092182,-0.067983793717729,-0.820201217909384,-0.873371432748154,FALSE,FALSE,0,0.2
8,10,80,0.2,4,385,"clean",0,0.202701720769201,0.461195711062351,-0.653293892428667,-0.156798488983211,-0.663201001946105,-0.367525545480555,FALSE,FALSE,0,0.2
8,10,80,0.2,4,386,"clean",0,-1.49566982230253,-1.62634343725999,0.0490004944451058,0.109645596813234,-0.960224347922467,-1.01351264612044,FALSE,FALSE,0,0.2
8,10,80,0.2,4,387,"clean",0,-0.159972152863813,0.514304064552248,0.319702913548194,0.0208309015477527,-0.876604581029106,-0.765120630590517,FALSE,FALSE,0,0.2
8,10,80,0.2,4,388,"clean",0,-0.603988040533034,-0.923517279882969,0.749438165279897,-0.067983793717729,-0.926375671134068,-1.33868782238645,FALSE,FALSE,0,0.2
8,10,80,0.2,4,389,"clean",0,1.44752025074355,0.799917986173755,0.510778707246789,-0.067983793717729,-0.776532313615832,0.632970482713428,FALSE,FALSE,0,0.2
8,10,80,0.2,4,392,"clean",0,-0.163358972418794,0.623161516609359,-0.42357032007134,-0.156798488983211,-0.668590398142807,-0.852201609277825,FALSE,FALSE,0,0.2
8,10,80,0.2,4,393,"clean",0,-0.124246608093808,-0.956201887719604,0.343628309418761,-0.156798488983211,-0.832417982671319,-1.0977499926151,FALSE,FALSE,0,0.2
8,10,80,0.2,4,395,"clean",0,-0.812440469223039,-0.954965029764471,-0.164857135636261,0.0208309015477527,-0.798986549412091,1.79344850415789,FALSE,FALSE,0,0.2
8,10,80,0.2,4,396,"clean",0,0.16593616258141,-0.256373631523237,-0.00997798457798045,-0.156798488983211,-0.785801644466598,0.33382687057525,FALSE,FALSE,0,0.2
8,10,80,0.2,4,397,"clean",0,0.58721425596017,1.2517639339651,0.455385797364567,-0.156798488983211,-0.734955594596861,-1.10311301302129,FALSE,FALSE,0.01,0.2
8,10,80,0.2,4,398,"clean",0,0.0995568992880069,-0.43489746927255,0.521942990876829,-0.156798488983211,-0.894229252778671,0.68041680203366,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,399,"clean",0,1.12455391858533,0.0994400654382163,-0.550998555379932,0.109645596813234,-0.572144795698383,0.947256808842469,FALSE,FALSE,0.01,0.2
8,10,80,0.2,4,400,"clean",0,0.116669996782893,0.53729020920653,0.432870748414912,-0.156798488983211,-0.75533651237996,1.30079491145649,FALSE,FALSE,0,0.2
8,10,80,0.2,4,402,"clean",0,1.08704779824863,1.08383856957005,-0.184493837012296,-0.156798488983211,-0.622729609682379,-1.08340825933838,FALSE,FALSE,0.02,0.2
8,10,80,0.2,4,403,"clean",0,0.860339763001971,0.352078198320985,0.150226847830579,0.0208309015477527,-0.776758244216026,1.07632225237203,FALSE,FALSE,0.04,0.2
8,10,80,0.2,4,404,"clean",0,1.21150828773351,0.844293623550072,0.274912957653353,-0.156798488983211,-0.702115845612299,3.52483410605942,FALSE,FALSE,0,0.2
8,10,80,0.2,4,405,"clean",0,0.794367206301703,-0.163740319334149,-0.665403474734952,-0.156798488983211,-0.61403169810471,-0.139310856255846,FALSE,FALSE,0,0.2
8,10,80,0.2,4,406,"fatigue",1,0.875034380065527,2.01582803954519,-0.0165873233350728,-0.334427879514174,-0.414371116303468,-0.946270421610485,TRUE,TRUE,0.915,0.2
8,10,80,0.2,4,407,"clean",0,-0.311096406901182,-0.0949893747813898,-0.51848856183699,-0.156798488983211,-0.756629025604357,-0.996841233411233,FALSE,FALSE,0,0.2
8,10,80,0.2,4,408,"clean",0,1.18872092513772,1.68896430672303,1.28120332865542,-0.156798488983211,-0.886707682234637,1.97704568503923,FALSE,TRUE,0.105,0.2
8,10,80,0.2,4,409,"clean",0,0.89151257899723,0.275775863726559,-0.584079368205471,0.0208309015477527,-0.546159376311577,-0.130590140725453,FALSE,FALSE,0.04,0.2
8,10,80,0.2,4,411,"clean",0,-0.159284685078428,0.470320590681781,-0.041326472182679,-0.156798488983211,-0.764628649375726,0.844574708765592,FALSE,FALSE,0,0.2
8,10,80,0.2,4,412,"clean",0,-0.0396403957036916,0.252211937280423,0.0959254368400694,-0.245613184248692,-0.727161128632588,-0.26402526709654,FALSE,FALSE,0,0.2
8,10,80,0.2,4,413,"clean",0,0.314343738381431,0.111485941694004,-0.0743824648751495,-0.156798488983211,-0.77587715053271,1.32707430836502,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,414,"clean",0,1.33887819776383,1.02201581339755,-0.336470624604289,-0.067983793717729,-0.594021271452917,0.0109993297209286,FALSE,FALSE,0.02,0.2
8,10,80,0.2,4,415,"clean",0,0.635852595749866,0.549302154964138,0.0469662308444064,-0.067983793717729,-0.824105731294375,1.05921634390208,FALSE,FALSE,0,0.2
8,10,80,0.2,4,416,"clean",0,1.37530367285626,0.847327902803144,0.261239165444081,-0.245613184248692,-0.627989119094143,1.28108324133525,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,418,"clean",0,1.40222902372293,0.309790987170038,0.817341146296581,-0.156798488983211,-0.82550634055072,-0.54620662226814,FALSE,FALSE,0,0.2
8,10,80,0.2,4,419,"clean",0,1.01744381157875,0.878703106291818,0.722042075230932,-0.156798488983211,-0.751971990004213,-0.0223856310061787,FALSE,FALSE,0.02,0.2
8,10,80,0.2,4,420,"clean",0,0.620611820789877,1.00939944012497,0.22167605346862,-0.067983793717729,-0.706551600013735,0.255606841944223,FALSE,FALSE,0,0.2
8,10,80,0.2,4,421,"clean",0,-0.323995424715367,-0.210154694979352,-0.269549786783689,-0.156798488983211,-0.7153898643976,-0.400227249878065,FALSE,FALSE,0,0.2
8,10,80,0.2,4,422,"clean",0,0.648102310483497,0.188956337378377,0.0691849173242564,-0.245613184248692,-0.744785775863506,-0.499732269448587,FALSE,FALSE,0,0.2
8,10,80,0.2,4,423,"clean",0,-0.0435421216112482,0.302165889436199,1.64032778950173,-0.067983793717729,-1.02138862103112,-0.763300349820734,FALSE,FALSE,0.02,0.2
8,10,80,0.2,4,424,"clean",0,1.4323063350402,1.3861285237781,0.827323998322839,-0.156798488983211,-0.735712194581713,-0.25624402571359,FALSE,FALSE,0.04,0.2
8,10,80,0.2,4,425,"clean",0,-0.249045015976138,-1.37529131169685,-0.562556188864049,0.0208309015477527,-0.700724212865082,0.0307506725358892,FALSE,FALSE,0,0.2
8,10,80,0.2,4,426,"clean",0,1.08712909173768,0.44381173667692,0.319702913548194,-0.156798488983211,-0.766810202279141,-0.163668931546554,FALSE,FALSE,0,0.2
8,10,80,0.2,4,427,"clean",0,-0.184921782777967,0.1619347918755,-0.687194243030584,-0.067983793717729,-0.623259600985663,0.974015389940568,FALSE,FALSE,0,0.2
8,10,80,0.2,4,428,"clean",0,0.783690679352719,0.263907094513787,0.599746307087281,-0.245613184248692,-0.805986016232267,-0.852059508684973,FALSE,FALSE,0.005,0.2
8,10,80,0.2,4,429,"clean",0,1.19189683201011,1.40675863726558,0.389764391440217,-0.067983793717729,-0.766590218177015,-0.550558546363123,FALSE,TRUE,0.155,0.2
8,10,80,0.2,4,430,"clean",0,0.0486587049375321,0.365440871001601,-0.715207385482092,-0.156798488983211,-0.625015410178971,-0.219264373078571,FALSE,FALSE,0,0.2
8,10,80,0.2,4,431,"clean",0,-0.122675927568229,-1.7552855304049,0.25270464209209,-0.156798488983211,-0.908871071401111,-0.845168919681727,FALSE,FALSE,0,0.2
8,10,80,0.2,4,432,"longstring",0.9,0.820668764287137,1.4273181733676,-0.986977657768008,-0.067983793717729,-0.379597537642211,-2.32075170367884,TRUE,TRUE,0.38,0.2
8,10,80,0.2,4,434,"clean",0,-0.115386697804852,-1.05883292107676,0.0499253227678963,-0.067983793717729,-0.839678832925204,-0.668032358096449,FALSE,FALSE,0,0.2
8,10,80,0.2,4,436,"clean",0,-0.334485093916735,0.0324999920091069,-0.296592805183254,0.0208309015477527,-0.741595056543946,1.04666284735349,FALSE,FALSE,0,0.2
8,10,80,0.2,4,437,"clean",0,-0.676766759002159,-0.641880815715587,-0.485164643919289,-0.156798488983211,-0.792861220016025,-0.0105704792252396,FALSE,FALSE,0,0.2
8,10,80,0.2,4,438,"clean",0,0.759374920103264,0.691936346517325,0.969522962456616,0.0208309015477527,-0.839825458931625,-0.922816128375857,FALSE,FALSE,0.015,0.2
8,10,80,0.2,4,439,"clean",0,0.847448695130492,-0.0351626427752675,-0.304582917327561,-0.156798488983211,-0.6671703243123,-2.49213552272379,FALSE,FALSE,0,0.2
8,10,80,0.2,4,440,"clean",0,1.49041158161774,0.920020901118739,0.962047855104459,-0.156798488983211,-0.74086540237102,-2.53742623923899,FALSE,TRUE,0.08,0.2
8,10,80,0.2,4,441,"clean",0,1.00055052609015,-0.158577097808325,1.00388001625351,-0.156798488983211,-0.929996424674705,0.484952706127075,FALSE,FALSE,0,0.2
8,10,80,0.2,4,442,"clean",0,1.10760566562595,1.09062661859441,0.608460850697973,-0.245613184248692,-0.789428448423855,-1.29349329640656,FALSE,FALSE,0.01,0.2
8,10,80,0.2,4,443,"clean",0,1.1108457254553,0.862036373448298,0.185686120874588,-0.156798488983211,-0.693933308408257,-0.0593035783520909,FALSE,FALSE,0,0.2
8,10,80,0.2,4,444,"clean",0,-0.142612890366234,0.688330581557664,-1.06452862164233,-0.067983793717729,-0.472361889904979,-1.07531276964456,FALSE,FALSE,0,0.2
8,10,80,0.2,4,445,"clean",0,0.294114496836497,0.211785363042173,0.331943896442558,0.0208309015477527,-0.840273177106061,-0.362320420526555,FALSE,FALSE,0,0.2
8,10,80,0.2,4,446,"clean",0,0.206805962843533,0.588786134239283,-0.801592482588111,-0.067983793717729,-0.702215137354745,0.921468060262681,FALSE,FALSE,0,0.2
8,10,80,0.2,4,447,"clean",0,-0.926130049819419,-1.88699574485913,-0.197979403871217,-0.067983793717729,-0.787315694361533,0.815337874413501,FALSE,FALSE,0,0.2
