dataset,rc,synonyms,antonyms,even_odd,rpr,person_total,d2,longstring,irv,response_time
opsy_hexaco,-1.33802,-0.57142,-0.70397,-0.21510,0.13240,-0.72011,-0.32879,-0.67449,0.17454,NA
opsy_hexaco,0.66988,-0.45454,-0.42993,-0.36072,-0.24578,0.22189,1.25618,0.67449,1.27548,NA
opsy_hexaco,-0.20971,-0.58900,-0.53412,-0.54839,-0.28652,-0.30006,0.07680,-0.67449,0.14154,NA
opsy_hexaco,-0.09940,-0.63025,-0.61389,-0.20237,-0.03141,0.67055,-0.38960,-0.67449,-0.73324,NA
opsy_hexaco,-0.09604,-0.49765,-0.55976,-0.52338,-0.37680,1.46078,-1.62310,4.72144,-3.26071,NA
opsy_hexaco,-0.22876,-0.61098,-0.70940,-0.57007,-0.40771,1.85865,0.21961,0.00000,-0.89251,NA
opsy_hexaco,-1.26217,-0.58493,-0.76008,-0.26902,-0.37207,0.88889,0.94176,2.02347,0.83427,NA
opsy_hexaco,0.62654,-0.41159,-0.44405,0.02839,-0.07831,-1.35390,-1.78496,0.00000,-2.42251,NA
opsy_hexaco,-1.06169,-0.47616,-0.53605,-0.62308,-0.22950,-0.05714,-1.31444,0.00000,-1.81936,NA
opsy_hexaco,1.08986,-0.27851,-0.36644,-0.56414,-0.22109,1.88235,1.41345,1.34898,0.66776,NA
opsy_hexaco,1.54001,-0.20371,-0.16407,-0.29417,-0.31550,-0.71894,-1.12637,0.67449,-1.22046,NA
opsy_hexaco,0.98220,-0.45291,-0.47736,-0.38629,-0.22443,1.14727,0.62438,0.00000,0.30980,NA
opsy_hexaco,0.91568,-0.34453,-0.40018,0.02182,0.11586,0.76736,0.52428,0.00000,0.19500,NA
opsy_hexaco,1.85796,-0.26314,-0.29476,-0.30841,-0.13060,0.49100,-0.71954,0.00000,-1.10814,NA
opsy_hexaco,0.97111,-0.45832,-0.46131,-0.76789,-0.44317,2.60616,0.18044,1.34898,-0.79933,NA
opsy_hexaco,0.62385,-0.29853,-0.36258,-0.23282,-0.20175,-1.06890,-0.86584,-1.34898,-0.52673,NA
opsy_hexaco,-0.22747,-0.53414,-0.63334,-0.22944,-0.24863,1.66455,0.77361,0.00000,0.15146,NA
opsy_hexaco,0.82556,-0.30513,-0.38488,-0.15592,-0.19116,1.22960,0.29455,0.67449,-0.28331,NA
opsy_hexaco,0.35044,-0.28146,-0.32825,0.04157,0.07358,0.26851,2.19128,0.67449,2.09625,NA
opsy_hexaco,0.06477,-0.27682,-0.27964,-0.36843,-0.39021,0.62914,-1.40863,1.34898,-2.33413,NA
opsy_hexaco,-2.19641,-0.72325,-0.79215,-0.55843,-0.40951,2.07724,2.39732,0.00000,1.49884,NA
opsy_hexaco,-0.60704,-0.61929,-0.70877,-0.11003,0.05819,0.06520,-0.86734,0.67449,-1.03535,NA
opsy_hexaco,0.20246,-0.42902,-0.59162,-0.40191,-0.24667,-0.06115,1.07573,0.67449,1.46576,NA
opsy_hexaco,-0.19249,-0.57023,-0.60875,-0.38145,-0.08121,1.41101,-0.29140,0.00000,-0.92468,NA
opsy_hexaco,-0.22682,-0.63556,-0.59965,-0.31658,-0.27524,1.87532,0.71009,0.67449,0.04666,NA
opsy_hexaco,0.31617,-0.39608,-0.22914,-0.26688,-0.22913,0.30309,-0.41046,0.00000,-0.74797,NA
opsy_hexaco,0.14160,-0.52118,-0.46714,-0.00514,0.00799,0.21374,2.18316,0.67449,2.06441,NA
opsy_hexaco,-0.18534,-0.43963,-0.42990,0.08202,-0.09323,-1.63751,-1.34974,0.67449,-1.04925,NA
opsy_hexaco,0.05908,-0.49097,-0.47405,-0.08161,-0.13780,-0.66915,-0.65430,0.67449,-0.56474,NA
opsy_hexaco,1.04724,-0.14892,-0.26891,0.00112,-0.16576,-1.26666,-2.07063,2.69796,-3.07882,NA
opsy_hexaco,0.39429,-0.45248,-0.55916,-0.06761,0.06310,-0.03246,-0.56005,0.00000,-0.51973,NA
opsy_hexaco,1.35890,-0.34598,-0.24485,-0.22008,-0.24791,-1.27372,-0.84233,-0.67449,-0.33638,NA
opsy_hexaco,-1.47445,-0.79092,-0.83840,-0.61825,-0.33411,-0.17246,-0.32583,0.67449,-0.39778,NA
opsy_hexaco,-0.05213,-0.51763,-0.39994,-0.62668,-0.44195,0.03776,0.44840,0.00000,0.54182,NA
opsy_hexaco,0.65072,-0.51468,-0.43967,-0.20296,-0.15123,-0.15107,-0.13563,-0.67449,0.09233,NA
opsy_hexaco,0.07733,-0.37125,-0.41025,-0.55959,-0.41005,0.96593,0.31378,0.00000,-0.08017,NA
opsy_hexaco,-0.81950,-0.62029,-0.78207,-0.50497,-0.24433,0.56008,-0.71545,-0.67449,-0.90024,NA
opsy_hexaco,-0.95588,-0.50093,-0.65274,-0.27119,-0.16471,0.53015,0.12288,0.00000,-0.09021,NA
opsy_hexaco,-1.14489,-0.54871,-0.53248,-0.20316,-0.02515,-0.38920,0.72435,0.67449,1.05216,NA
opsy_hexaco,0.63408,-0.38630,-0.51003,-0.03210,0.01383,-0.64683,0.09502,0.00000,0.56806,NA
opsy_hexaco,0.45304,-0.36295,-0.48598,-0.13479,0.00338,-0.46573,-1.04491,-0.67449,-0.92187,NA
opsy_hexaco,1.23435,-0.26212,-0.33516,-0.08774,-0.16209,1.48426,3.54724,0.67449,2.42743,NA
opsy_hexaco,-1.49042,-0.61059,-0.79693,-0.17999,-0.11902,-0.58234,-0.25321,0.67449,-0.13020,NA
opsy_hexaco,-1.22606,-0.54350,-0.56574,-0.61964,-0.57325,0.41848,0.31284,0.67449,0.29659,NA
opsy_hexaco,-1.00049,-0.36083,-0.36879,-0.27401,-0.22102,1.12652,-0.36259,0.00000,-0.68131,NA
opsy_hexaco,0.86349,-0.26533,-0.33721,-0.13542,-0.22254,-0.18705,-1.31444,0.67449,-1.78014,NA
opsy_hexaco,1.07439,-0.33605,-0.14782,-0.27332,-0.36977,-0.70805,2.33570,2.69796,2.18476,NA
opsy_hexaco,-0.27352,-0.60584,-0.45994,-0.46681,-0.33304,1.98278,2.69105,4.72144,1.81462,NA
opsy_hexaco,1.16634,-0.38294,-0.16033,-0.37829,-0.41444,0.99827,0.02627,0.67449,-0.37079,NA
opsy_hexaco,0.07612,-0.33960,-0.50008,0.10667,0.01058,-1.61581,-0.88023,-1.34898,-0.19009,NA
opsy_hexaco,0.88706,-0.43807,-0.49569,0.04484,-0.07147,1.49795,1.17589,0.00000,0.58388,NA
opsy_hexaco,0.68887,-0.38591,-0.35751,-0.45602,-0.22043,-0.41951,-0.81486,0.00000,-0.89224,NA
opsy_hexaco,-0.28172,-0.55152,-0.53666,-0.58078,-0.48599,-0.02176,0.90485,0.67449,1.10948,NA
opsy_hexaco,1.89034,-0.10018,-0.08043,0.10598,-0.11335,-1.63756,-1.20646,-0.67449,-0.50704,NA
opsy_hexaco,-0.75181,-0.62052,-0.64701,-0.40497,-0.40090,0.62107,1.05814,-0.67449,0.77669,NA
opsy_hexaco,0.83141,-0.43938,-0.38219,-0.75948,-0.60802,1.82689,0.43863,-0.67449,-0.31769,NA
opsy_hexaco,-0.06017,-0.51550,-0.47763,-0.34045,-0.22760,-0.89690,-0.79349,1.34898,-0.55818,NA
opsy_hexaco,-0.13726,-0.56153,-0.56278,-0.45574,-0.29820,1.12264,0.12770,0.00000,-0.15066,NA
opsy_hexaco,1.23662,-0.36433,-0.48432,-0.30302,-0.31127,0.60930,-0.42981,1.34898,-0.71558,NA
opsy_hexaco,1.39140,-0.39362,-0.40875,-0.22659,-0.20026,-0.03530,-0.47824,-0.67449,-0.32696,NA
opsy_hexaco,-0.02679,-0.45607,-0.51459,-0.49013,-0.33423,1.12489,1.89836,0.67449,1.62647,NA
opsy_hexaco,0.33645,-0.40744,-0.41559,-0.21734,-0.29198,0.06446,-1.15829,0.67449,-1.36759,NA
opsy_hexaco,-0.55041,-0.45539,-0.61533,-0.33639,-0.08252,-0.05515,1.23726,1.34898,1.28352,NA
opsy_hexaco,-0.04714,-0.43590,-0.45808,-0.26449,-0.17277,0.08835,1.36369,0.67449,1.33536,NA
opsy_hexaco,1.21194,-0.22755,-0.32095,-0.36579,-0.36542,-1.03009,-1.61814,-0.67449,-1.87999,NA
opsy_hexaco,0.34217,-0.38474,-0.33391,-0.43261,-0.19700,-0.26816,-0.40048,0.00000,-0.51850,NA
opsy_hexaco,0.03342,-0.33522,-0.55050,0.17257,0.00573,-0.09469,-0.74497,1.34898,-0.90731,NA
opsy_hexaco,0.11814,-0.41624,-0.33049,-0.04717,0.06698,0.11258,0.81076,0.00000,0.47749,NA
opsy_hexaco,-0.37038,-0.58065,-0.48516,-0.45457,-0.28312,0.29825,-0.16354,0.00000,-0.31650,NA
opsy_hexaco,2.14131,-0.11735,-0.15544,0.44214,0.24147,1.32651,0.42678,0.00000,-0.03049,NA
opsy_hexaco,-0.33653,-0.24907,-0.19807,0.10869,0.00736,-0.62286,-0.06154,0.00000,0.08096,NA
opsy_hexaco,-0.43343,-0.41466,-0.48792,-0.22154,-0.30314,-0.79669,-0.38596,0.67449,0.06832,NA
opsy_hexaco,-0.13480,-0.55881,-0.49506,-0.43210,-0.15920,-1.47992,-1.40170,5.39593,-1.24850,NA
opsy_hexaco,-0.78857,-0.51442,-0.56036,-0.55724,-0.39943,-0.80869,0.11789,0.67449,0.56702,NA
opsy_hexaco,0.44644,-0.40897,-0.36998,0.05720,-0.12040,-0.34458,0.57777,-1.34898,0.93100,NA
opsy_hexaco,1.50262,-0.19843,-0.19532,-0.26880,-0.33048,0.30972,-1.60304,3.37245,-2.57150,NA
opsy_hexaco,-0.06756,-0.28292,-0.41776,-0.31725,-0.33066,-1.34074,-0.91593,0.00000,-0.46786,NA
opsy_hexaco,0.21685,-0.38136,-0.42287,-0.24033,-0.25412,0.32937,0.46403,0.00000,0.44235,NA
opsy_hexaco,1.32613,-0.27501,-0.36826,-0.24474,-0.07533,0.42941,-0.99757,-0.67449,-1.29161,NA
opsy_hexaco,0.37380,-0.55201,-0.61045,-0.53883,-0.33842,0.60529,0.12207,0.67449,0.01822,NA
opsy_hexaco,-2.72861,-0.70265,-0.71320,-0.29980,-0.07881,-0.44083,-0.77788,0.00000,-0.67707,NA
opsy_hexaco,-0.30928,-0.36806,-0.52600,-0.13759,-0.04183,0.96762,-0.21762,1.34898,-0.58568,NA
opsy_hexaco,0.70753,-0.37080,-0.27423,-0.55652,-0.31852,-1.40115,-0.08191,-0.67449,0.54968,NA
opsy_hexaco,0.30104,-0.29005,-0.46947,-0.43434,-0.48601,1.49894,2.96583,0.00000,1.63705,NA
opsy_hexaco,-1.33959,-0.51251,-0.61512,-0.43413,-0.17694,-0.75363,-0.64118,0.00000,-0.37720,NA
opsy_hexaco,0.24129,-0.38613,-0.51315,-0.44969,-0.29590,0.22968,0.12767,0.00000,0.34549,NA
opsy_hexaco,0.23660,-0.40957,-0.46935,-0.29176,-0.11863,-0.35560,-0.82885,-0.67449,-0.86151,NA
opsy_hexaco,-3.44685,-0.50393,-0.73689,0.16517,0.22089,0.52479,0.72433,0.00000,0.80199,NA
opsy_hexaco,0.26915,-0.32579,-0.42861,0.08179,-0.12902,1.40024,0.70091,0.00000,0.17230,NA
opsy_hexaco,0.55200,-0.26631,-0.25500,-0.36449,-0.50863,0.16657,-0.84127,0.00000,-1.09839,NA
opsy_hexaco,0.14870,-0.29004,-0.42683,0.00717,-0.10718,-1.33310,-1.31120,-0.67449,-1.00415,NA
opsy_hexaco,-0.50546,-0.54065,-0.62299,-0.25682,-0.42806,0.09752,-0.30092,0.00000,-0.54461,NA
opsy_hexaco,-1.94808,-0.64499,-0.60049,-0.69766,-0.34380,0.44163,-0.04782,0.00000,-0.13217,NA
opsy_hexaco,1.18577,-0.46532,-0.35074,-0.31562,-0.48198,-0.31073,-0.44805,0.00000,-0.32503,NA
opsy_hexaco,-1.57605,-0.58552,-0.68495,-0.32910,-0.24591,-0.23258,-0.90408,-0.67449,-0.96842,NA
opsy_hexaco,-1.19560,-0.64809,-0.62486,-0.27489,-0.38427,2.91453,1.95283,0.00000,0.90315,NA
opsy_hexaco,-1.14533,-0.59068,-0.64137,-0.41252,-0.32450,1.56286,1.97529,0.67449,1.38687,NA
opsy_hexaco,2.25257,-0.16310,-0.15994,-0.29603,-0.26982,-0.20669,-1.20772,0.00000,-1.46904,NA
opsy_hexaco,-0.94772,-0.60308,-0.63063,-0.46027,-0.29212,-1.12389,-0.31211,0.00000,0.11095,NA
opsy_hexaco,0.52430,-0.34561,-0.46632,-0.09190,0.09956,0.42587,0.38398,0.00000,0.26170,NA
opsy_hexaco,0.29329,-0.38082,-0.35958,-0.08922,-0.11404,-0.18966,0.58382,0.67449,0.60305,NA
opsy_hexaco,1.00272,-0.48505,-0.28347,-0.37806,-0.45497,1.86296,1.05236,0.67449,0.38917,NA
opsy_hexaco,-0.90476,-0.68869,-0.66477,-0.56247,-0.46482,1.38692,2.54480,1.34898,1.71253,NA
opsy_hexaco,-1.31314,-0.48620,-0.60177,-0.39435,-0.37239,1.09442,0.34432,-0.67449,-0.15022,NA
opsy_hexaco,0.24838,-0.52829,-0.55338,-0.46735,-0.34419,0.39442,-0.54769,0.00000,-0.76373,NA
opsy_hexaco,-0.47008,-0.52896,-0.52775,-0.60652,-0.27436,0.54943,0.41430,0.67449,0.30341,NA
opsy_hexaco,-0.11721,-0.61755,-0.50032,-0.63200,-0.51274,-1.04963,0.41121,0.67449,1.19212,NA
opsy_hexaco,-1.92322,-0.69708,-0.82045,-0.46927,-0.19522,1.80573,0.17830,0.00000,-0.40125,NA
opsy_hexaco,-1.44655,-0.43691,-0.63642,-0.80825,-0.44276,1.84649,1.51930,0.67449,0.84494,NA
opsy_hexaco,0.37667,-0.53067,-0.49276,-0.29604,-0.14627,0.64947,0.78267,0.00000,0.53702,NA
opsy_hexaco,0.50974,-0.32592,-0.37022,-0.33169,-0.11082,0.57862,1.29175,-0.67449,1.28896,NA
opsy_hexaco,1.97627,-0.30311,-0.07521,-0.42155,-0.47530,0.35528,0.93726,0.00000,0.99124,NA
opsy_hexaco,0.03004,-0.45308,-0.39271,-0.22993,-0.25294,-1.03067,1.19298,0.67449,1.59019,NA
opsy_hexaco,1.19082,-0.12003,-0.31037,-0.00634,-0.11690,0.18619,0.11240,-0.67449,-0.05190,NA
opsy_hexaco,0.28114,-0.33214,-0.29029,0.05319,-0.19233,-0.85017,-1.33658,-0.67449,-1.23815,NA
opsy_hexaco,-0.02348,-0.37851,-0.35319,-0.50423,-0.44203,0.41378,-1.21158,0.67449,-1.76122,NA
opsy_hexaco,-0.82133,-0.46039,-0.60016,-0.50185,-0.24121,-1.23405,0.05155,0.00000,0.93018,NA
opsy_hexaco,-0.13973,-0.53523,-0.60449,-0.38895,-0.45533,-0.00944,0.10666,1.34898,0.08388,NA
opsy_hexaco,1.85789,-0.11091,-0.16223,-0.09309,-0.23329,-0.24812,-0.73713,-0.67449,-0.57977,NA
opsy_hexaco,-0.43792,-0.44497,-0.52457,-0.48223,-0.19558,-0.30153,-0.38065,0.00000,-0.33564,NA
opsy_hexaco,0.80448,-0.47815,-0.49752,-0.21210,-0.26744,-0.43418,0.31723,-0.67449,0.40501,NA
opsy_hexaco,0.99645,-0.28472,-0.40394,0.24706,0.06954,-0.68740,0.29618,0.00000,0.65369,NA
opsy_hexaco,-0.67041,-0.41067,-0.51987,0.04424,0.09627,-0.82098,-0.81651,2.02347,-0.67340,NA
opsy_hexaco,-1.51255,-0.55532,-0.76597,-0.28106,-0.19990,-1.11309,-1.26690,1.34898,-0.87204,NA
opsy_hexaco,0.41168,-0.37783,-0.36727,-0.40389,-0.19888,0.48526,0.87586,0.67449,0.56874,NA
opsy_hexaco,-0.55824,-0.70882,-0.76856,-0.63121,-0.26103,1.92036,2.37489,0.67449,1.57457,NA
opsy_hexaco,-0.71795,-0.60904,-0.56326,-0.63128,-0.47442,2.07125,1.43568,-0.67449,0.79114,NA
opsy_hexaco,1.08102,-0.41555,-0.29607,-0.50155,-0.39852,-0.62444,0.01058,-0.67449,0.16498,NA
opsy_hexaco,-1.27093,-0.40934,-0.42597,-0.09712,-0.12427,0.96373,2.03411,-0.67449,1.84281,NA
opsy_hexaco,1.25869,-0.15640,-0.27706,0.19162,0.09799,0.63325,-0.68337,-0.67449,-0.97463,NA
opsy_hexaco,1.18718,-0.29335,-0.33940,-0.28950,-0.16058,1.59319,1.15778,0.00000,0.33837,NA
opsy_hexaco,0.21974,-0.48958,-0.52494,-0.08757,-0.07386,-1.01395,0.91221,0.67449,1.45384,NA
opsy_hexaco,-0.44540,-0.61524,-0.68788,-0.38687,-0.29385,1.03303,1.58543,1.34898,1.23575,NA
opsy_hexaco,-0.62159,-0.43347,-0.49186,-0.50053,-0.17510,-0.71674,0.86730,0.67449,1.17028,NA
opsy_hexaco,-1.24085,-0.51482,-0.48472,-0.48493,-0.32023,-0.19833,-0.08914,1.34898,-0.15022,NA
opsy_hexaco,0.38441,-0.22268,-0.32836,0.18320,-0.02201,-1.23463,-0.65938,-0.67449,-0.28173,NA
opsy_hexaco,0.73882,-0.27385,-0.42194,-0.08841,-0.30919,0.07225,-0.56181,0.00000,-0.66988,NA
opsy_hexaco,-1.95098,-0.80092,-0.82692,-0.71444,-0.41043,0.87656,1.71265,0.67449,1.10752,NA
opsy_hexaco,-0.18295,-0.54643,-0.72480,-0.37681,-0.10799,0.89453,-1.00109,0.67449,-1.76228,NA
opsy_hexaco,-1.80536,-0.69247,-0.76476,-0.32133,-0.24505,0.88198,0.58132,0.67449,0.32410,NA
opsy_hexaco,-0.80813,-0.32481,-0.43758,-0.05384,-0.24480,-1.03463,0.00929,-0.67449,0.61980,NA
opsy_hexaco,0.12471,-0.46286,-0.39892,-0.23360,-0.23413,-0.44500,1.96706,1.34898,2.09150,NA
opsy_hexaco,-0.05439,-0.49119,-0.56268,-0.10642,-0.32669,-0.59055,-0.01352,-0.67449,0.32164,NA
opsy_hexaco,1.18554,-0.35793,-0.23190,-0.24573,-0.04976,0.14533,-0.99160,0.67449,-1.11551,NA
opsy_hexaco,0.95570,-0.25917,-0.28820,-0.23455,-0.31780,-1.40286,0.78281,0.67449,1.48564,NA
opsy_hexaco,0.58075,-0.37723,-0.36153,-0.25987,-0.05058,-0.56366,0.00214,0.00000,0.25137,NA
opsy_hexaco,-0.25321,-0.23891,-0.19529,-0.17509,-0.15460,-0.58323,-0.55550,0.67449,-0.61001,NA
opsy_hexaco,0.56553,-0.46696,-0.43703,-0.31869,-0.37866,0.50536,0.16812,2.02347,0.07637,NA
opsy_hexaco,-0.67588,-0.43275,-0.49307,-0.37042,-0.23371,0.67691,3.72466,4.04694,1.96116,NA
opsy_hexaco,-1.00264,-0.57398,-0.54404,-0.48516,-0.48229,-0.64845,1.47255,2.02347,1.70026,NA
opsy_hexaco,-1.19180,-0.69647,-0.79451,-0.35414,-0.40314,0.68050,-0.51212,0.67449,-0.76479,NA
opsy_hexaco,0.24109,-0.42289,-0.47505,-0.43696,-0.25944,-0.05091,0.51913,-0.67449,0.51228,NA
opsy_hexaco,-1.54480,-0.58412,-0.56350,-0.53927,-0.54256,-0.86075,-0.60871,0.00000,-0.41685,NA
opsy_hexaco,0.20870,-0.53906,-0.55695,-0.55059,-0.50921,1.37026,0.97435,2.02347,0.38316,NA
opsy_hexaco,1.04298,-0.39287,-0.34770,-0.36547,-0.22373,0.32095,-1.16041,0.00000,-1.64184,NA
opsy_hexaco,0.63139,-0.32381,-0.27354,-0.35385,-0.26955,0.54739,-0.71688,-0.67449,-1.14454,NA
opsy_hexaco,0.16467,-0.52872,-0.71824,-0.18327,-0.05523,0.00784,-0.28793,0.00000,-0.32167,NA
opsy_hexaco,0.81170,-0.34007,-0.18529,-0.44621,-0.32556,-0.54568,1.33978,0.00000,1.70222,NA
opsy_hexaco,-0.42579,-0.58506,-0.54222,-0.41737,-0.02751,-0.54550,0.59773,0.00000,0.89830,NA
opsy_hexaco,1.15809,-0.25116,-0.36877,-0.22573,-0.43455,0.51746,-1.56496,0.00000,-2.44448,NA
opsy_hexaco,0.14312,-0.35677,-0.39113,-0.32895,-0.31806,0.72804,4.52389,4.04694,3.41055,NA
opsy_hexaco,-0.96477,-0.63267,-0.65872,-0.30189,-0.28502,0.10694,2.10713,0.67449,1.76031,NA
opsy_hexaco,0.24316,-0.35760,-0.38187,-0.58629,-0.45480,0.53651,2.48924,1.34898,1.89180,NA
opsy_hexaco,1.05919,-0.36385,-0.42624,-0.21769,-0.18651,0.47202,0.65473,0.00000,0.34834,NA
opsy_hexaco,0.92633,-0.40696,-0.30520,-0.02038,-0.07019,1.36752,2.79803,1.34898,1.85914,NA
opsy_hexaco,0.01286,-0.42426,-0.51002,-0.33844,-0.36950,-0.92789,1.07101,0.00000,1.37431,NA
opsy_hexaco,1.97381,-0.20512,-0.18637,-0.12437,0.00037,0.99748,-0.07601,0.00000,-1.01089,NA
opsy_hexaco,0.11232,-0.45931,-0.42155,-0.39907,-0.33439,-1.36950,0.04782,0.00000,0.60369,NA
opsy_hexaco,0.71008,-0.47030,-0.39259,-0.67421,-0.45288,0.76898,-1.04216,2.02347,-1.98261,NA
opsy_hexaco,-1.56349,-0.56780,-0.68434,-0.48707,-0.39069,-1.18037,1.03761,1.34898,1.50743,NA
opsy_hexaco,-0.65868,-0.59959,-0.59365,0.10417,-0.20535,1.03366,2.87726,0.67449,2.23720,NA
opsy_hexaco,-1.68646,-0.45646,-0.54158,0.05171,-0.07547,-0.33789,-1.14310,1.34898,-1.42702,NA
opsy_hexaco,-0.61294,-0.51889,-0.59982,-0.34578,-0.32086,-0.16085,-0.03748,0.00000,0.08714,NA
opsy_hexaco,-1.19992,-0.69237,-0.69960,-0.36921,-0.42257,0.70513,0.21441,1.34898,-0.11393,NA
opsy_hexaco,0.25166,-0.36730,-0.50555,-0.21770,-0.27587,1.61626,0.85771,0.00000,0.10444,NA
opsy_hexaco,-1.16009,-0.51509,-0.66783,-0.01666,-0.17317,0.58122,0.33549,0.67449,0.25426,NA
opsy_hexaco,-1.20826,-0.52496,-0.63083,-0.22908,-0.19616,-0.42931,-0.62120,-0.67449,-0.60582,NA
opsy_hexaco,-0.49421,-0.62877,-0.61263,-0.57076,-0.38072,1.10715,2.43895,1.34898,1.89897,NA
opsy_hexaco,0.24096,-0.53521,-0.54574,-0.43070,-0.22319,0.63351,-0.96417,-0.67449,-1.39402,NA
opsy_hexaco,1.00794,-0.54615,-0.24788,-0.40612,-0.31299,0.00068,-0.82229,0.67449,-1.15329,NA
opsy_hexaco,-1.54451,-0.42917,-0.54926,-0.13918,-0.31117,0.50102,-0.57241,0.00000,-0.86584,NA
opsy_hexaco,0.70704,-0.27844,-0.41408,-0.24013,-0.23422,-0.67792,-1.00420,2.02347,-0.88709,NA
opsy_hexaco,0.20593,-0.62668,-0.63563,-0.41166,-0.27590,1.40281,0.01516,0.00000,-0.41638,NA
opsy_hexaco,-2.17236,-0.48798,-0.61939,-0.61963,-0.42224,1.82249,0.16919,0.00000,-0.58193,NA
opsy_hexaco,1.02411,-0.30851,-0.34470,-0.42633,-0.22696,-1.02817,-0.89841,0.67449,-0.75754,NA
opsy_hexaco,0.88930,-0.32344,-0.35107,-0.31210,-0.27759,-0.73155,-0.77314,-1.34898,-0.71674,NA
opsy_hexaco,0.28623,-0.30885,-0.43299,-0.11556,-0.30536,0.16022,0.00395,-0.67449,-0.19799,NA
opsy_hexaco,1.04037,-0.39934,-0.44058,-0.51560,-0.31744,-0.18859,0.52571,-0.67449,0.71820,NA
opsy_hexaco,0.30264,-0.56850,-0.59486,-0.51049,-0.39577,0.25054,0.27212,-0.67449,0.38316,NA
opsy_hexaco,0.35748,-0.40974,-0.60097,-0.44941,-0.40201,1.94613,1.52337,0.00000,0.24197,NA
opsy_hexaco,0.27290,-0.32090,-0.52576,-0.23091,-0.24575,0.41254,1.07493,-0.67449,0.66093,NA
opsy_hexaco,1.24831,-0.39122,-0.35892,-0.35387,-0.20208,-0.06643,1.78323,0.00000,1.68559,NA
opsy_hexaco,-1.03882,-0.35773,-0.45265,-0.08924,-0.16867,-1.80555,-1.75271,6.07042,-1.91062,NA
opsy_hexaco,0.49840,-0.44737,-0.59244,-0.39238,-0.10747,-0.73001,-0.50940,0.00000,-0.39703,NA
opsy_hexaco,-1.16345,-0.53910,-0.57549,-0.24137,-0.31096,0.43719,0.28781,0.00000,0.14376,NA
opsy_hexaco,-0.75965,-0.50862,-0.63457,-0.24115,-0.22401,-1.37684,-0.77112,0.00000,-0.16353,NA
opsy_hexaco,0.05003,-0.56718,-0.52024,-0.53777,-0.25978,1.06834,-0.43891,2.02347,-1.06491,NA
opsy_hexaco,-0.34671,-0.56577,-0.52765,-0.62491,-0.47131,-0.00505,-0.54632,2.02347,-0.68979,NA
opsy_hexaco,-0.05485,-0.55894,-0.59441,-0.30313,-0.38500,1.59593,1.30024,1.34898,0.67449,NA
opsy_hexaco,-0.45400,-0.58756,-0.60485,-0.39804,-0.20700,0.36852,1.38227,0.67449,0.99468,NA
opsy_hexaco,0.53469,-0.45612,-0.38930,-0.47972,-0.37228,-0.79901,-0.09810,0.00000,0.15178,NA
opsy_hexaco,0.84890,-0.22313,-0.33759,-0.15655,-0.13972,-0.88386,-0.47762,-0.67449,-0.13340,NA
opsy_hexaco,-0.94823,-0.58556,-0.44263,-0.28720,-0.31024,1.86854,2.46553,0.00000,1.52643,NA
opsy_hexaco,-2.20342,-0.52070,-0.72509,-0.29663,-0.28724,1.71144,0.94834,-0.67449,0.36167,NA
opsy_hexaco,0.20950,-0.38741,-0.34741,-0.06942,-0.01130,-0.53392,-1.32801,-0.67449,-1.64262,NA
opsy_hexaco,-0.44798,-0.28455,-0.30546,-0.45128,-0.31739,-0.37850,-0.83312,-0.67449,-1.17492,NA
opsy_hexaco,-0.24080,-0.55091,-0.64898,-0.64480,-0.41165,-1.08528,0.45453,-0.67449,0.96834,NA
opsy_hexaco,1.35099,-0.30156,-0.31398,-0.00383,-0.16832,1.17209,0.42432,-1.34898,0.11391,NA
opsy_hexaco,-1.31766,-0.64804,-0.62369,-0.45660,-0.33425,0.84680,-0.08020,0.00000,-0.42064,NA
opsy_hexaco,1.85693,-0.20438,-0.32343,-0.08619,-0.06421,0.67670,-0.19290,1.34898,-0.55620,NA
opsy_hexaco,-2.12561,-0.57262,-0.66639,-0.26830,-0.43223,2.54323,-0.17784,-0.67449,-1.22179,NA
opsy_hexaco,-0.14594,-0.49247,-0.52416,-0.35782,-0.16859,0.87025,1.65680,-1.34898,1.32217,NA
opsy_hexaco,0.60240,-0.46146,-0.56912,0.18075,0.01904,3.83513,2.45909,0.67449,0.70348,NA
opsy_hexaco,-1.25329,-0.45092,-0.40653,-0.11211,-0.22289,1.72625,2.79374,0.00000,1.67675,NA
opsy_hexaco,-0.30349,-0.45966,-0.55151,-0.46741,-0.35818,-1.49381,-1.46045,0.00000,-1.35885,NA
opsy_hexaco,-1.71215,-0.75817,-0.84188,-0.60427,-0.46065,1.62643,0.59587,0.00000,0.01472,NA
opsy_hexaco,-1.94623,-0.63938,-0.73572,-0.50770,-0.22605,-0.40490,-0.36662,0.00000,-0.07408,NA
opsy_hexaco,-1.18067,-0.62867,-0.50548,-0.58410,-0.30047,2.00564,1.09074,0.00000,0.27743,NA
opsy_hexaco,0.60937,-0.35188,-0.45011,-0.23119,-0.37134,-0.26490,-0.22347,0.00000,-0.28339,NA
opsy_hexaco,0.63720,-0.51995,-0.62699,-0.33601,-0.08464,-0.05980,-0.70235,1.34898,-0.83740,NA
opsy_hexaco,-0.01900,-0.44957,-0.48461,-0.70844,-0.35201,0.49082,1.06150,0.00000,0.84286,NA
